city,country,lat,lon,month,temperature,humidity,pressure,dew_point,absolute_humidity,water_output_liters_per_day
Lahore,PK,31.5497,74.3436,11,15.35,63.63,984.36,8.49,8.3324,38.3955
Nairobi,KE,-1.2921,36.8219,11,15.49,77.27,834.04,11.53,10.2034,47.0171
Cairo,EG,30.0444,31.2357,10,25.05,40.85,1007.47,10.81,9.4342,42.1467
Mumbai,IN,19.076,72.8777,6,29.54,78.5,1001.93,25.39,23.2347,111.5267
Houston,US,29.7604,-95.3698,5,27.56,81.2,1013.68,24.04,21.5692,107.6734
Karachi,PK,24.8607,67.0011,9,29.28,72.44,1011.72,23.8,21.1435,93.3695
Kathmandu,NP,27.7172,85.324,9,26.2,78.92,852.43,22.24,19.4333,85.8173
Hong Kong,HK,22.3193,114.1694,7,24.78,87.46,1011.77,22.55,19.8853,91.6315
Chennai,IN,13.0827,80.2707,12,24.92,76.01,1019.53,20.39,17.4269,83.6493
Singapore,SG,1.3521,103.8198,9,27.86,80.66,1009.34,24.21,21.775,96.1584
Beijing,CN,39.9042,116.4074,7,24.38,78.8,1005.2,20.45,17.5174,80.7201
Berlin,DE,52.52,13.405,4,8.11,61.88,1011.81,1.24,5.1514,26.4399
Mexico City,MX,19.4326,-99.1332,11,13.77,63.62,779.41,6.99,7.5614,34.8428
Tokyo,JP,35.6762,139.6503,8,27.17,92.93,1010.27,25.92,24.1577,107.9232
Moscow,RU,55.7558,37.6173,8,17.99,69.85,1008.71,12.4,10.7176,47.8802
Miami,US,25.7617,-80.1918,2,24.34,57.72,1016.52,15.46,12.8062,65.7283
Houston,US,29.7604,-95.3698,11,20.03,70.14,1017.26,14.41,12.1381,55.9324
Los Angeles,US,34.0522,-118.2437,11,18.97,76.72,1016.34,14.78,12.4728,57.4748
Singapore,SG,1.3521,103.8198,2,27.74,78.88,1012.33,23.73,21.1587,108.5979
Delhi,IN,28.6139,77.209,1,17.26,87.68,1016.24,15.2,12.8817,64.3055
Lagos,NG,6.5244,3.3792,10,29.7,92.92,1008.21,28.43,27.7507,123.9747
New York,US,40.7128,-74.006,1,-4.16,73.06,1015.69,-8.26,2.6462,13.21
Mumbai,IN,19.076,72.8777,10,32.39,82.32,1011.05,28.98,28.4161,126.9472
Paris,FR,48.8566,2.3522,6,16.81,70.49,1010.32,11.41,10.0805,48.3864
Lagos,NG,6.5244,3.3792,11,30.08,79.47,1008.26,26.13,24.2326,111.6639
Istanbul,TR,41.0082,28.9784,10,17.97,76.52,1017.03,13.78,11.7269,52.3894
Chennai,IN,13.0827,80.2707,11,25.67,87.79,1010.58,23.48,20.9847,96.6974
Jaipur,IN,26.9124,75.7873,11,20.95,44.35,962.42,8.34,8.0977,37.314
Moscow,RU,55.7558,37.6173,5,11.62,58.02,1010.8,3.64,6.0364,30.1337
Jaipur,IN,26.9124,75.7873,12,17.59,57.35,971.17,9.06,8.5916,41.2399
Riyadh,SA,24.6877,46.7219,10,30.84,14.86,935.85,1.06,4.7187,21.0805
Nairobi,KE,-1.2921,36.8219,5,19.4,80.07,833.8,15.87,13.3535,66.6604
Dubai,AE,25.2048,55.2708,7,37.8,69.97,1002.32,31.35,32.0342,147.6134
Moscow,RU,55.7558,37.6173,8,20.96,61.53,1013.12,13.28,11.2446,50.2348
Mexico City,MX,19.4326,-99.1332,6,14.26,67.62,771.67,8.35,8.2832,39.7594
New York,US,40.7128,-74.006,12,7.41,68.37,1014.09,1.97,5.4403,26.1136
Jaipur,IN,26.9124,75.7873,1,16.47,70.69,973.12,11.12,9.9022,49.4316
Los Angeles,US,34.0522,-118.2437,4,19.76,57.85,1006.73,11.22,9.8577,50.595
Houston,US,29.7604,-95.3698,8,32.23,74.27,1013.56,27.06,25.4215,113.5691
Moscow,RU,55.7558,37.6173,7,21.48,57.63,1010.99,12.76,10.8527,50.0094
Kathmandu,NP,27.7172,85.324,5,18.19,50.38,855.54,7.7,7.8228,39.0513
Mumbai,IN,19.076,72.8777,3,35.67,72.54,1006.96,29.94,29.7424,154.1848
Chicago,US,41.8781,-87.6298,9,16.15,61.42,1014.7,8.73,8.4431,37.2848
Miami,US,25.7617,-80.1918,6,27.93,71.14,1009.37,22.2,19.2828,92.5572
Casablanca,MA,33.5731,-7.5898,3,16.54,76.64,1015.82,12.42,10.7837,55.9028
Hyderabad,IN,17.385,78.4867,3,28.32,33.67,949.06,10.79,9.3253,48.3423
Anchorage,US,61.2181,-149.9003,10,2.87,82.27,1003.01,0.15,4.8495,21.6647
Bangkok,TH,13.7563,100.5018,4,31.83,71.27,1005.94,25.96,23.8691,122.5092
Jaipur,IN,26.9124,75.7873,4,29.26,27.83,951.01,8.76,8.1119,41.6349
Buenos Aires,AR,-34.6037,-58.3816,3,21.33,64.0,1014.07,14.23,11.9469,61.9328
Cairo,EG,30.0444,31.2357,11,21.0,63.64,1012.19,13.84,11.6577,53.7186
Chennai,IN,13.0827,80.2707,7,30.38,76.88,1006.67,25.85,23.8178,109.7524
Beijing,CN,39.9042,116.4074,4,17.46,43.78,1010.0,5.0,6.5087,33.4061
Kathmandu,NP,27.7172,85.324,11,12.26,70.12,860.25,6.97,7.5891,34.9706
Rome,IT,41.9028,12.4964,12,9.52,81.58,1016.28,6.53,7.4348,35.6872
Anchorage,US,61.2181,-149.9003,12,-11.5,75.33,1009.39,-14.98,1.5879,7.6221
Rome,IT,41.9028,12.4964,2,11.01,76.15,1016.51,6.97,7.6235,39.1281
Jakarta,ID,-6.2088,106.8456,7,25.43,73.54,1013.12,20.35,17.3502,79.9498
Rome,IT,41.9028,12.4964,7,26.05,50.32,1014.13,14.9,12.289,56.6277
Johannesburg,ZA,-26.2041,28.0473,3,17.32,47.41,824.45,6.02,6.9883,36.2272
Hyderabad,IN,17.385,78.4867,2,24.93,55.03,950.13,15.26,12.6215,64.7806
Kuala Lumpur,MY,3.139,101.6869,9,24.98,83.34,1003.17,21.95,19.1706,84.6574
Paris,FR,48.8566,2.3522,2,7.07,80.5,1012.88,3.94,6.2635,32.1476
Chennai,IN,13.0827,80.2707,5,32.66,73.71,1002.76,27.33,25.8024,128.8054
Kuala Lumpur,MY,3.139,101.6869,2,32.8,75.07,1008.8,27.78,26.4805,135.9125
Rome,IT,41.9028,12.4964,3,17.17,60.35,1014.84,9.42,8.8195,45.7203
Tokyo,JP,35.6762,139.6503,1,7.32,51.64,1015.83,-1.97,4.0862,20.3985
Amman,JO,31.9454,35.9284,6,27.34,24.37,916.46,5.19,6.3924,30.6837
Karachi,PK,24.8607,67.0011,7,29.56,74.92,1005.45,24.63,22.2018,102.3061
Cairo,EG,30.0444,31.2357,4,23.69,40.18,1013.75,9.35,8.5911,44.0942
Rio de Janeiro,BR,-22.9068,-43.1729,7,19.73,73.45,1015.93,14.84,12.4905,57.5563
Los Angeles,US,34.0522,-118.2437,11,17.8,60.46,1016.57,10.04,9.1718,42.2635
Jakarta,ID,-6.2088,106.8456,12,23.55,78.68,1009.79,19.62,16.6858,80.0919
Rio de Janeiro,BR,-22.9068,-43.1729,12,24.42,84.43,1012.87,21.62,18.8183,90.3277
Chennai,IN,13.0827,80.2707,12,26.03,76.78,1011.06,21.63,18.7302,89.9052
Dhaka,BD,23.7104,90.4074,4,33.06,56.84,1007.46,23.33,20.3255,104.3219
Hyderabad,IN,17.385,78.4867,9,25.05,77.06,944.31,20.74,17.7949,78.5824
Nairobi,KE,-1.2921,36.8219,9,22.22,70.48,840.61,16.59,13.8552,61.1847
Dhaka,BD,23.7104,90.4074,1,21.79,80.02,1015.58,18.18,15.3384,76.5693
Melbourne,AU,-37.8136,144.9631,10,14.89,76.81,1014.6,10.86,9.7799,43.6912
Kolkata,IN,22.5726,88.3639,4,32.63,57.89,1002.41,23.24,20.2365,103.8648
Casablanca,MA,33.5731,-7.5898,8,25.69,59.15,1007.41,17.11,14.1589,63.2541
Miami,US,25.7617,-80.1918,7,29.56,76.83,1011.63,25.05,22.7707,104.9272
Berlin,DE,52.52,13.405,10,10.13,76.53,1014.72,6.19,7.2492,32.3854
Shanghai,CN,31.2304,121.4737,6,22.04,77.63,1007.6,17.94,15.1004,72.482
Paris,FR,48.8566,2.3522,9,18.2,70.58,1011.01,12.76,10.9651,48.422
Beijing,CN,39.9042,116.4074,5,18.62,46.97,1006.38,7.07,7.4829,37.3548
Los Angeles,US,34.0522,-118.2437,3,15.21,58.99,1015.46,7.25,7.6587,39.7026
Riyadh,SA,24.6877,46.7219,4,27.21,17.05,931.67,0.07,4.4416,22.7966
Los Angeles,US,34.0522,-118.2437,1,13.8,67.83,1017.51,7.95,8.0765,40.3179
Kathmandu,NP,27.7172,85.324,8,25.92,81.22,851.28,22.44,19.6925,87.9752
Chennai,IN,13.0827,80.2707,11,25.27,80.86,1011.64,21.74,18.9072,87.1244
Riyadh,SA,24.6877,46.7219,8,40.02,5.0,921.6,-6.78,2.5614,11.4427
Kathmandu,NP,27.7172,85.324,11,9.65,51.88,859.63,0.24,4.7654,21.9588
Anchorage,US,61.2181,-149.9003,3,0.52,75.28,1007.77,-3.34,3.7851,19.6219
Anchorage,US,61.2181,-149.9003,2,-11.53,68.1,1014.28,-16.22,1.4329,7.3543
Kuala Lumpur,MY,3.139,101.6869,7,28.45,84.24,1009.45,25.52,23.4923,108.2526
Delhi,IN,28.6139,77.209,10,27.6,63.41,1012.88,20.02,16.8841,75.4288
Paris,FR,48.8566,2.3522,11,5.17,76.76,1012.44,1.43,5.2748,24.3063
Leh,IN,34.1526,77.577,10,3.98,43.6,651.68,-7.28,2.7683,12.3674
Moscow,RU,55.7558,37.6173,8,19.71,56.56,1009.02,10.83,9.6103,42.9337
Sydney,AU,-33.8688,151.2093,12,25.04,70.51,1011.97,19.29,16.2701,78.0966
Rome,IT,41.9028,12.4964,9,20.69,62.56,1011.46,13.28,11.2562,49.7072
Melbourne,AU,-37.8136,144.9631,9,11.56,69.19,1013.24,6.11,7.1699,31.6622
Melbourne,AU,-37.8136,144.9631,1,18.51,49.29,1014.25,7.68,7.803,38.9525
Cairo,EG,30.0444,31.2357,12,12.11,61.35,1010.49,4.89,6.5792,31.5803
Hyderabad,IN,17.385,78.4867,4,31.29,34.6,947.42,13.8,11.2629,57.8073
Kolkata,IN,22.5726,88.3639,1,19.89,76.49,1012.88,15.63,13.1348,65.569
Moscow,RU,55.7558,37.6173,4,7.43,72.44,1011.45,2.8,5.7724,29.6273
Johannesburg,ZA,-26.2041,28.0473,4,17.32,56.38,825.62,8.55,8.3126,42.6649
Paris,FR,48.8566,2.3522,12,4.84,77.23,1015.66,1.2,5.1942,24.9323
Addis Ababa,ET,9.032,38.7492,9,16.66,88.1,769.19,14.67,12.4822,55.1215
Istanbul,TR,41.0082,28.9784,8,28.01,64.47,1008.63,20.67,17.558,78.4394
Istanbul,TR,41.0082,28.9784,4,13.61,70.5,1012.78,8.35,8.2996,42.5981
Singapore,SG,1.3521,103.8198,12,22.47,92.63,1006.47,21.22,18.4718,88.6647
Casablanca,MA,33.5731,-7.5898,4,16.73,68.07,1012.67,10.8,9.6858,49.7129
Chicago,US,41.8781,-87.6298,3,5.14,62.02,1014.25,-1.53,4.2552,22.0589
Kathmandu,NP,27.7172,85.324,5,23.15,67.75,860.0,16.85,14.0447,70.1111
Dhaka,BD,23.7104,90.4074,12,20.05,73.97,1012.97,15.26,12.8158,61.5161
Shanghai,CN,31.2304,121.4737,3,8.73,82.94,1012.25,6.0,7.1862,37.2534
Singapore,SG,1.3521,103.8198,5,26.04,74.59,1009.56,21.17,18.2105,90.9071
Chicago,US,41.8781,-87.6298,11,-0.26,75.18,1018.65,-4.11,3.5812,16.5023
Tokyo,JP,35.6762,139.6503,12,11.48,42.42,1015.11,-0.85,4.3753,21.0015
Istanbul,TR,41.0082,28.9784,12,8.71,82.51,1015.07,5.89,7.1362,34.2539
Amman,JO,31.9454,35.9284,9,24.83,29.81,922.01,5.97,6.7969,30.0149
Kolkata,IN,22.5726,88.3639,7,27.45,87.19,1002.1,25.12,23.018,106.0669
Addis Ababa,ET,9.032,38.7492,7,17.71,90.56,775.51,16.15,13.6707,62.9944
Paris,FR,48.8566,2.3522,4,18.65,71.93,1014.51,13.48,11.4775,58.9087
Mumbai,IN,19.076,72.8777,2,30.11,63.3,1012.54,22.35,19.3284,99.2039
Bangkok,TH,13.7563,100.5018,5,29.79,72.15,1004.4,24.22,21.6543,108.0983
Paris,FR,48.8566,2.3522,2,3.02,79.56,1013.44,-0.17,4.7382,24.3193
Paris,FR,48.8566,2.3522,7,23.19,63.7,1012.03,15.92,13.2366,60.9941
Kolkata,IN,22.5726,88.3639,5,31.92,69.57,999.96,25.65,23.4208,116.9165
Tokyo,JP,35.6762,139.6503,11,13.11,62.37,1016.4,6.07,7.1168,32.7942
Casablanca,MA,33.5731,-7.5898,4,16.33,81.69,1015.54,13.19,11.3469,58.2384
Hong Kong,HK,22.3193,114.1694,1,12.91,80.94,1010.49,9.72,9.1245,45.5493
São Paulo,BR,-23.5505,-46.6333,8,18.63,62.57,930.38,11.34,9.975,44.5626
Hong Kong,HK,22.3193,114.1694,2,16.06,89.74,1010.89,14.38,12.2693,62.9729
Anchorage,US,61.2181,-149.9003,11,-2.82,80.34,1011.41,-5.72,3.2013,14.7514
Hyderabad,IN,17.385,78.4867,9,27.16,76.91,951.04,22.75,19.9836,88.2475
Chicago,US,41.8781,-87.6298,5,13.55,52.14,1009.52,3.92,6.1155,30.5285
Bangkok,TH,13.7563,100.5018,8,24.25,78.5,1009.63,20.27,17.3285,77.4143
Lagos,NG,6.5244,3.3792,2,27.78,76.22,1011.54,23.2,20.4953,105.1931
Tokyo,JP,35.6762,139.6503,9,25.23,68.36,1012.4,18.97,15.9424,70.4015
Jaipur,IN,26.9124,75.7873,3,21.44,41.9,957.75,7.95,7.8733,40.8152
Lahore,PK,31.5497,74.3436,8,32.23,77.59,963.21,27.8,26.5464,118.5946
Jakarta,ID,-6.2088,106.8456,9,28.73,68.67,1012.87,22.38,19.449,85.8866
Kolkata,IN,22.5726,88.3639,7,31.9,90.13,1001.27,30.08,30.3121,139.6783
Dhaka,BD,23.7104,90.4074,9,31.58,74.57,1003.9,26.49,24.6441,108.8284
Cairo,EG,30.0444,31.2357,8,31.43,26.84,1008.4,10.07,8.8028,39.326
Jakarta,ID,-6.2088,106.8456,8,28.4,73.31,1011.86,23.15,20.3937,91.1077
Bangkok,TH,13.7563,100.5018,10,31.39,75.94,1007.29,26.62,24.848,111.007
Beijing,CN,39.9042,116.4074,12,3.83,43.65,1020.85,-7.4,2.745,13.1758
Anchorage,US,61.2181,-149.9003,7,20.27,70.38,1010.59,14.7,12.3539,56.9269
Rio de Janeiro,BR,-22.9068,-43.1729,4,28.65,72.19,1011.62,23.13,20.3575,104.486
New York,US,40.7128,-74.006,11,9.4,68.7,1016.73,3.93,6.2097,28.6142
Riyadh,SA,24.6877,46.7219,2,17.22,30.5,938.02,-0.29,4.4704,22.9448
Hyderabad,IN,17.385,78.4867,11,20.53,52.24,959.81,10.4,9.312,42.9095
Anchorage,US,61.2181,-149.9003,5,10.65,74.0,1010.39,6.21,7.2451,36.1674
Mumbai,IN,19.076,72.8777,8,26.4,94.39,1003.07,25.42,23.5074,105.0179
Addis Ababa,ET,9.032,38.7492,10,18.72,66.02,773.54,12.24,10.5801,47.2659
Los Angeles,US,34.0522,-118.2437,9,23.3,58.59,1009.9,14.72,12.2535,54.1114
Lahore,PK,31.5497,74.3436,10,21.93,54.34,977.82,12.29,10.5068,46.9385
Rome,IT,41.9028,12.4964,3,12.0,63.16,1013.44,5.21,6.727,34.8727
Rio de Janeiro,BR,-22.9068,-43.1729,4,21.12,72.38,1011.04,15.95,13.3476,68.5072
Chennai,IN,13.0827,80.2707,2,25.45,65.97,1013.92,18.61,15.5786,79.9582
Dhaka,BD,23.7104,90.4074,7,27.57,89.4,1001.32,25.67,23.7604,109.488
Mumbai,IN,19.076,72.8777,3,29.45,71.83,1013.41,23.82,21.1614,109.7006
Addis Ababa,ET,9.032,38.7492,4,16.83,69.16,767.78,11.14,9.8991,50.8077
Sydney,AU,-33.8688,151.2093,7,4.65,68.14,1014.46,-0.72,4.5247,20.8498
Rio de Janeiro,BR,-22.9068,-43.1729,6,23.93,65.27,1016.67,17.01,14.15,67.9201
Houston,US,29.7604,-95.3698,3,17.97,65.09,1013.83,11.31,9.9777,51.7243
Lagos,NG,6.5244,3.3792,2,30.97,80.76,1007.02,27.26,25.831,132.579
Chicago,US,41.8781,-87.6298,1,-3.16,62.08,1017.21,-9.38,2.414,12.0508
Chicago,US,41.8781,-87.6298,11,-1.9,73.67,1016.73,-5.97,3.1304,14.4249
Jaipur,IN,26.9124,75.7873,3,27.07,40.26,958.52,12.39,10.4064,53.9469
Leh,IN,34.1526,77.577,8,22.66,56.73,649.65,13.62,11.4324,51.0735
Kathmandu,NP,27.7172,85.324,2,16.11,60.63,858.8,8.49,8.3126,42.665
Mumbai,IN,19.076,72.8777,2,28.02,68.14,1014.41,21.58,18.5585,95.2526
Rome,IT,41.9028,12.4964,12,11.99,56.77,1017.86,3.67,6.0428,29.0054
Dubai,AE,25.2048,55.2708,2,19.99,69.94,1021.24,14.34,12.0786,61.9943
Chicago,US,41.8781,-87.6298,11,3.72,83.67,1018.27,1.21,5.2223,24.0643
Bangkok,TH,13.7563,100.5018,9,25.73,80.17,1006.39,22.05,19.2371,84.951
London,GB,51.5074,-0.1278,3,8.77,83.49,1013.65,6.13,7.2531,37.6001
Kolkata,IN,22.5726,88.3639,11,28.08,75.8,1013.13,23.39,20.7148,95.4536
Jaipur,IN,26.9124,75.7873,4,33.56,22.72,955.04,9.37,8.344,42.8261
Rio de Janeiro,BR,-22.9068,-43.1729,1,30.75,91.85,1007.7,29.26,29.0314,144.9249
Bangkok,TH,13.7563,100.5018,5,27.62,74.96,1009.66,22.77,19.9732,99.7064
Leh,IN,34.1526,77.577,3,0.89,53.47,655.29,-7.49,2.7564,14.2894
Johannesburg,ZA,-26.2041,28.0473,5,13.46,53.2,830.29,4.13,6.206,30.9802
Addis Ababa,ET,9.032,38.7492,11,16.51,63.73,773.51,9.61,8.9507,41.2446
Rio de Janeiro,BR,-22.9068,-43.1729,2,28.24,79.73,1005.39,24.39,21.9859,112.8438
Kuala Lumpur,MY,3.139,101.6869,7,29.56,78.44,1009.4,25.4,23.2468,107.1213
Hyderabad,IN,17.385,78.4867,1,17.62,73.25,952.31,12.77,10.9955,54.8893
Johannesburg,ZA,-26.2041,28.0473,10,17.61,47.08,830.01,6.19,7.0649,31.5621
Riyadh,SA,24.6877,46.7219,12,12.61,45.66,939.19,1.19,5.0533,24.256
Nairobi,KE,-1.2921,36.8219,7,12.36,74.47,840.24,7.94,8.1105,37.373
Shanghai,CN,31.2304,121.4737,1,7.15,77.16,1019.73,3.42,6.035,30.1266
Moscow,RU,55.7558,37.6173,8,22.27,59.32,1010.82,13.94,11.69,52.2243
Chennai,IN,13.0827,80.2707,11,30.82,91.28,1008.72,29.22,28.9565,133.4317
Los Angeles,US,34.0522,-118.2437,11,18.09,75.64,1013.78,13.71,11.6738,53.7931
Beijing,CN,39.9042,116.4074,10,16.84,55.89,1016.31,7.98,8.0091,35.7801
Singapore,SG,1.3521,103.8198,7,26.65,88.74,1007.08,24.63,22.4098,103.2644
Kolkata,IN,22.5726,88.3639,6,31.27,71.81,998.08,25.56,23.3435,112.0487
Kolkata,IN,22.5726,88.3639,8,33.44,84.87,1002.87,30.53,30.9713,138.3626
Jakarta,ID,-6.2088,106.8456,10,26.72,95.84,1007.89,26.0,24.3005,108.5612
Delhi,IN,28.6139,77.209,4,34.5,45.89,1005.89,21.14,17.7104,90.8998
Buenos Aires,AR,-34.6037,-58.3816,6,13.33,73.17,1011.04,8.63,8.4665,40.6392
Jaipur,IN,26.9124,75.7873,2,19.22,61.62,963.55,11.66,10.1704,52.2001
Amman,JO,31.9454,35.9284,6,21.77,27.49,914.93,2.19,5.2652,25.273
Tokyo,JP,35.6762,139.6503,10,18.25,74.51,1012.74,13.64,11.6137,51.8835
Bangkok,TH,13.7563,100.5018,9,33.14,84.62,1005.51,30.19,30.3904,134.2039
Dubai,AE,25.2048,55.2708,12,24.91,71.87,1016.38,19.47,16.4636,79.0254
Amman,JO,31.9454,35.9284,2,9.09,61.12,925.98,1.99,5.4171,27.8035
Mexico City,MX,19.4326,-99.1332,12,14.04,62.04,772.33,6.88,7.4987,35.9938
Rio de Janeiro,BR,-22.9068,-43.1729,11,25.25,73.37,1013.66,20.14,17.1362,78.9635
Johannesburg,ZA,-26.2041,28.0473,11,20.84,57.37,823.42,12.1,10.4121,47.9789
Anchorage,US,61.2181,-149.9003,12,-10.7,81.79,1005.22,-13.19,1.8332,8.7996
Anchorage,US,61.2181,-149.9003,11,-3.56,88.91,1005.63,-5.12,3.3612,15.4886
Anchorage,US,61.2181,-149.9003,12,-3.62,82.35,1004.57,-6.18,3.1007,14.8835
Jaipur,IN,26.9124,75.7873,7,31.49,69.72,943.73,25.27,22.9348,105.6833
São Paulo,BR,-23.5505,-46.6333,8,19.27,62.09,930.66,11.82,10.2745,45.9009
Addis Ababa,ET,9.032,38.7492,1,16.21,54.84,771.2,7.11,7.5634,37.7564
Kuala Lumpur,MY,3.139,101.6869,5,28.11,83.92,1009.8,25.12,22.9725,114.6789
Lahore,PK,31.5497,74.3436,1,7.55,74.2,989.56,3.25,5.9572,29.7381
Singapore,SG,1.3521,103.8198,5,30.16,79.27,1004.73,26.16,24.2757,121.1843
Colombo,LK,6.9271,79.8612,4,30.09,90.53,1002.96,28.36,27.6137,141.729
Jaipur,IN,26.9124,75.7873,10,25.38,35.26,954.76,8.9,8.2913,37.0411
Cairo,EG,30.0444,31.2357,4,20.96,42.63,1011.41,7.77,7.7905,39.9854
Paris,FR,48.8566,2.3522,4,11.93,70.06,1016.02,6.64,7.4298,38.134
Lahore,PK,31.5497,74.3436,3,19.62,51.25,979.0,9.27,8.6574,44.8802
Jaipur,IN,26.9124,75.7873,1,15.95,74.99,965.16,11.52,10.1829,50.833
Lahore,PK,31.5497,74.3436,2,14.06,84.38,987.28,11.46,10.211,52.4087
Kuala Lumpur,MY,3.139,101.6869,3,22.62,81.54,1010.48,19.29,16.3962,84.9977
Rio de Janeiro,BR,-22.9068,-43.1729,10,22.46,76.58,1010.39,18.13,15.2588,68.1681
Delhi,IN,28.6139,77.209,8,34.74,77.45,1003.55,30.19,30.2544,135.1597
Jakarta,ID,-6.2088,106.8456,9,23.1,79.65,1010.73,19.39,16.4682,72.7237
Mumbai,IN,19.076,72.8777,5,30.78,90.56,1006.5,29.05,28.6702,143.1216
Johannesburg,ZA,-26.2041,28.0473,10,18.42,54.7,830.06,9.13,8.6101,38.4653
Singapore,SG,1.3521,103.8198,2,27.73,78.1,1011.38,23.55,20.9391,107.4712
Bangkok,TH,13.7563,100.5018,8,32.21,82.47,1005.24,28.84,28.1985,125.9751
Hyderabad,IN,17.385,78.4867,12,17.47,62.86,956.07,10.32,9.3536,44.8975
Addis Ababa,ET,9.032,38.7492,12,11.59,67.49,770.49,5.78,7.0093,33.6446
Lagos,NG,6.5244,3.3792,12,26.98,75.64,1012.26,22.3,19.4517,93.3683
Dubai,AE,25.2048,55.2708,8,36.26,60.69,1004.61,27.42,25.6646,114.6552
Melbourne,AU,-37.8136,144.9631,1,22.65,59.07,1010.52,14.24,11.8991,59.4001
New York,US,40.7128,-74.006,8,28.47,76.34,1013.35,23.89,21.3166,95.2307
Paris,FR,48.8566,2.3522,7,21.31,58.93,1012.08,12.95,10.9894,50.6391
London,GB,51.5074,-0.1278,12,5.7,79.51,1012.15,2.43,5.6573,27.1551
Karachi,PK,24.8607,67.0011,9,31.3,72.11,1007.61,25.66,23.484,103.7053
São Paulo,BR,-23.5505,-46.6333,9,18.63,69.88,934.17,13.02,11.1371,49.1812
Lahore,PK,31.5497,74.3436,3,19.68,54.63,978.26,10.28,9.2637,48.0232
Buenos Aires,AR,-34.6037,-58.3816,4,15.2,62.84,1017.05,8.16,8.1503,41.832
Colombo,LK,6.9271,79.8612,7,27.21,79.05,1007.29,23.25,20.5934,94.8945
Chicago,US,41.8781,-87.6298,9,20.0,62.81,1016.37,12.69,10.8536,47.9293
São Paulo,BR,-23.5505,-46.6333,4,20.23,77.9,932.86,16.25,13.6433,70.0251
Anchorage,US,61.2181,-149.9003,10,2.75,81.73,1003.71,-0.06,4.7798,21.3537
Karachi,PK,24.8607,67.0011,10,23.73,56.96,1009.06,14.69,12.2092,54.5438
London,GB,51.5074,-0.1278,2,6.09,82.18,1012.36,3.28,5.9982,30.7862
São Paulo,BR,-23.5505,-46.6333,8,13.05,66.29,925.68,6.91,7.54,33.6845
Beijing,CN,39.9042,116.4074,5,22.88,52.25,1009.29,12.57,10.6659,53.2441
Leh,IN,34.1526,77.577,1,-11.55,56.27,647.1,-18.49,1.1822,5.9016
Lahore,PK,31.5497,74.3436,11,14.49,65.79,984.59,8.17,8.1747,37.6691
Lahore,PK,31.5497,74.3436,4,28.56,44.54,977.34,15.29,12.5019,64.1668
Hyderabad,IN,17.385,78.4867,8,29.94,81.52,947.45,26.42,24.6587,110.1614
London,GB,51.5074,-0.1278,8,23.11,60.87,1010.99,15.14,12.5929,56.258
Tokyo,JP,35.6762,139.6503,2,10.19,53.71,1016.42,1.22,5.1072,26.2131
Mexico City,MX,19.4326,-99.1332,11,14.75,68.4,777.81,8.99,8.6343,39.7868
Colombo,LK,6.9271,79.8612,10,23.94,80.66,1012.63,20.4,17.4887,78.1299
Anchorage,US,61.2181,-149.9003,2,-7.43,72.35,1009.83,-11.54,2.0682,10.6153
Istanbul,TR,41.0082,28.9784,2,7.29,67.25,1013.81,1.62,5.3082,27.2446
Rome,IT,41.9028,12.4964,3,8.76,55.81,1017.62,0.42,4.8428,25.1051
Houston,US,29.7604,-95.3698,5,23.8,75.97,1010.56,19.3,16.3468,81.6032
Cairo,EG,30.0444,31.2357,1,9.76,74.57,1015.97,5.45,6.8969,34.4294
Melbourne,AU,-37.8136,144.9631,1,24.38,65.51,1012.4,17.49,14.5669,72.7181
Kuala Lumpur,MY,3.139,101.6869,1,24.16,86.62,1006.55,21.79,19.0249,94.9722
Dubai,AE,25.2048,55.2708,2,23.65,61.06,1021.67,15.69,13.0255,66.8539
Shanghai,CN,31.2304,121.4737,5,19.18,78.1,1013.01,15.27,12.8596,64.1952
Jaipur,IN,26.9124,75.7873,3,20.94,39.75,955.41,6.73,7.2561,37.6157
Mexico City,MX,19.4326,-99.1332,7,14.5,84.55,775.44,11.93,10.511,48.4347
Berlin,DE,52.52,13.405,7,23.52,72.31,1011.86,18.23,15.306,70.5301
Sydney,AU,-33.8688,151.2093,8,10.0,55.97,1017.65,1.62,5.2563,23.4824
Cairo,EG,30.0444,31.2357,11,16.73,67.72,1014.05,10.73,9.6358,44.4019
Nairobi,KE,-1.2921,36.8219,4,22.93,66.74,833.51,16.4,13.6594,70.1074
Casablanca,MA,33.5731,-7.5898,3,15.75,80.7,1014.42,12.43,10.8233,56.108
Cairo,EG,30.0444,31.2357,9,29.11,47.92,1008.51,16.94,13.8583,61.1982
Dhaka,BD,23.7104,90.4074,5,33.01,75.47,997.97,28.08,26.919,134.3795
Chennai,IN,13.0827,80.2707,6,36.65,69.62,1008.0,30.17,30.0396,144.1899
Bangalore,IN,12.9716,77.5946,4,26.12,52.7,908.51,15.69,12.9249,66.3377
Kathmandu,NP,27.7172,85.324,10,16.72,68.33,857.31,10.85,9.716,43.4057
Delhi,IN,28.6139,77.209,3,26.73,50.45,1013.78,15.57,12.7986,66.3479
Karachi,PK,24.8607,67.0011,8,31.61,74.71,1004.68,26.55,24.7269,110.466
Istanbul,TR,41.0082,28.9784,3,9.25,68.55,1014.32,3.77,6.1402,31.831
